0,1,2,3,4,5,6,7
0.0,-0.242180177,-0.6021165039999999,-1.28379073,-1.40471464,-1.53216129,-1.42582786,-1.46786798
0.0,-0.206805444,-0.516120595,-1.09876861,-1.21104461,-1.33630191,-1.16089524,-1.19176873
0.0,-0.171218411,-0.426723978,-0.908193086,-1.02525101,-1.15348885,-0.946493164,-0.974475007
0.0,-0.132967308,-0.329793645,-0.7026513329999999,-0.7745850009999999,-0.8197301020000001,-0.759612938,-0.792543675
0.0,-0.07631870219999999,-0.190245331,-0.404096286,-0.467376486,-0.50582492,-0.440311987,-0.469903011
0.0,-0.0754983567,-0.189568729,-0.401310718,-0.464290962,-0.504064382,-0.437289687,-0.466375336
0.0,-0.07771299150000001,-0.193814975,-0.411599337,-0.474987082,-0.512354978,-0.4494363220000001,-0.476299008
0.0,-0.0960530576,-0.23860402,-0.50778813,-0.569951755,-0.613843147,-0.568136648,-0.5987460920000001
0.0,-0.110423039,-0.27615526100000004,-0.5862228629999999,-0.64134846,-0.68343496,-0.649985226,-0.679277137
0.0,-0.179448262,-0.446863449,-0.951442691,-1.01821645,-1.07476736,-1.09654148,-1.12733704
0.0,-0.18505932,-0.460167982,-0.980288874,-1.04590525,-1.08971736,-1.10817466,-1.1376316
0.0,-0.251566876,-0.628697606,-1.33919933,-1.44898707,-1.54996302,-1.45018979,-1.4784304
0.0,-0.297451693,-0.7411817209999999,-1.58093372,-1.6994235,-1.81633334,-1.73948441,-1.7704686
0.0,-0.315193548,-0.784944945,-1.67486164,-1.79735298,-1.92618161,-1.85050505,-1.88058878
0.0,-0.34706493200000005,-0.8718268570000001,-1.85967612,-2.02948092,-2.24183936,-2.05653199,-2.08513675
0.0,-0.407394278,-1.01298647,-2.16427104,-2.33205739,-2.54293353,-2.43961341,-2.55081055
0.0,-0.439614501,-1.10303357,-2.35778357,-2.534492,-2.74477165,-2.684569,-2.88401075
0.0,-0.468978404,-1.16565145,-2.49207535,-2.69823491,-2.95584676,-2.82265471,-3.02624606
0.0,-0.42281597,-1.05170347,-2.24737266,-2.43277807,-2.65858777,-2.53553984,-2.75884719
0.0,-0.393419659,-0.982663514,-2.09878585,-2.2183319,-2.33844409,-2.35297769,-2.51802686
0.0,-0.366720626,-0.920542784,-1.96459789,-2.09034237,-2.20641801,-2.15701429,-2.27600134
0.0,-0.382735593,-0.957683735,-2.0448971,-2.26137881,-2.54963479,-2.16864382,-2.2492795
0.0,-0.300460272,-0.751550565,-1.6022355,-1.78038775,-2.005578,-1.69716318,-1.78771165
0.0,-0.255611558,-0.636450197,-1.35683667,-1.50264987,-1.68392173,-1.43159358,-1.49900473
0.0,-0.254201082,-0.637695004,-1.35740037,-1.47442596,-1.6093583,-1.43516935,-1.47277204
0.0,-0.153189485,-0.383556431,-0.814756025,-0.8820656159999999,-0.927069691,-0.868454614,-0.906073083
0.0,-0.165909795,-0.411809509,-0.8775283009999999,-0.948916457,-0.994734558,-0.954721718,-0.990653965
0.0,-0.119073473,-0.297327821,-0.631691043,-0.70304597,-0.748878888,-0.6743481840000001,-0.6902542690000001
0.0,-0.12112824,-0.302229678,-0.6423251329999999,-0.7138177659999999,-0.758410267,-0.68219724,-0.7017388520000001
0.0,-0.101797527,-0.253404584,-0.538857809,-0.599582045,-0.642569377,-0.579397077,-0.601682688
0.0,-0.0992345232,-0.246107709,-0.524144767,-0.5844115639999999,-0.625411661,-0.577694528,-0.594338195
0.0,-0.0925859987,-0.232978948,-0.49302422,-0.5587305920000001,-0.6005000389999999,-0.539600945,-0.574282883
0.0,-0.0847455142,-0.210455307,-0.4478611,-0.5118104929999999,-0.56026805,-0.486009772,-0.504384217
0.0,-0.117034573,-0.292665679,-0.6213961339999999,-0.68979819,-0.7305362479999999,-0.669940661,-0.6923024
0.0,-0.177728904,-0.441441719,-0.940619735,-1.02302325,-1.07415173,-1.01038047,-1.03271161
0.0,-0.27409456,-0.6822020109999999,-1.45488964,-1.60938858,-1.7875115,-1.56107573,-1.58348222
0.0,-0.293105363,-0.729561283,-1.55630399,-1.70126934,-1.86032803,-1.6688493999999998,-1.73152674
0.0,-0.34798593,-0.868321749,-1.8533067,-2.00789795,-2.1873062,-2.01584655,-2.10172345
0.0,-0.327882925,-0.820706175,-1.75049229,-1.90607084,-2.09584061,-1.88825204,-1.98393498
0.0,-0.344087031,-0.857372844,-1.83006559,-2.00000541,-2.22138734,-2.0050679,-2.10676107
0.0,-0.33876637,-0.8480212570000001,-1.80913664,-1.94499829,-2.09577645,-2.00416533,-2.1111072
0.0,-0.36172794,-0.906334663,-1.9343014,-2.07020129,-2.21125123,-2.11368985,-2.23628065
0.0,-0.425608235,-1.05971626,-2.26455638,-2.40905757,-2.5777841,-2.49295012,-2.68726994
0.0,-0.373213,-0.93142713,-1.98878044,-2.11324846,-2.23773329,-2.17678472,-2.30925653
0.0,-0.314072874,-0.781893638,-1.66839612,-1.77230123,-1.87096166,-1.81506847,-1.9051601
0.0,-0.264059199,-0.65647418,-1.40012285,-1.51101201,-1.61965056,-1.5164611,-1.61205718
0.0,-0.290687827,-0.726911207,-1.54946294,-1.74425458,-1.99527468,-1.67247351,-1.74487666
0.0,-0.207020474,-0.517762203,-1.10164287,-1.24261646,-1.40483313,-1.18065489,-1.22568277
0.0,-0.163878107,-0.408020255,-0.868551994,-0.982444868,-1.09608165,-0.929284795,-0.946066578
0.0,-0.141482331,-0.35066156,-0.74738496,-0.860254625,-0.967208285,-0.787078803,-0.803775624
0.0,-0.134439464,-0.335223868,-0.712823489,-0.78838468,-0.8245623,-0.770427862,-0.7898141670000001
0.0,-0.105818601,-0.262624762,-0.559202359,-0.630164119,-0.667265598,-0.592850279,-0.606673507
0.0,-0.0886877294,-0.220988225,-0.469605184,-0.5383307270000001,-0.576486606,-0.506203716,-0.52487066
0.0,-0.0814705329,-0.20339317,-0.431777632,-0.495249884,-0.530803195,-0.469569737,-0.486281189
0.0,-0.0845240205,-0.210752467,-0.4476832220000001,-0.503179765,-0.52946772,-0.498619361,-0.515334715
0.0,-0.152306991,-0.378510281,-0.806084664,-0.971857925,-1.01138598,-0.854203677,-0.889303222
0.0,-0.200506681,-0.497978531,-1.06143687,-1.282301,-1.31703179,-1.0911069,-1.10222435
