0,1,2,3,4,5,6,7
0.06965948129999999,-0.0,-0.0,-0.039069372000000005,-0.00825176657,-0.0,-0.0,-0.0
0.12962589300000002,-0.0,-0.0,-0.0,-0.0438869314,-0.06867129940000001,-0.0,-0.0
0.0910821435,-0.0,-0.0,-0.0592494051,-0.0,-0.0,-0.0202563,-0.0
0.0165941564,-0.0,-0.0,-0.0,-0.00171350925,-0.0,-0.0,-0.00841924674
0.0468337528,-0.0,-0.0,-0.0,-0.0254143706,-0.0,-0.000891732067,-0.0180763563
0.0973994509,-0.0,-0.0,-0.0107401644,-0.0344985375,-0.00188666428,-0.0190049729,-0.0284997076
0.051112421100000006,-0.0,-0.0,-0.0,-0.0151697724,-0.00978102645,-0.00634987081,-0.0172578391
0.0268706352,-0.0,-0.0,-0.008008540440000001,-0.0,-0.0,-0.0152413422,-0.0
0.0977073425,-0.0,-0.0,-0.0276868227,-0.0394339314,-0.0,-0.0,-0.0254269025
0.0816093113,-0.0,-0.0,-0.0118026202,-0.0443039983,-0.00321205646,-0.00943722952,-0.0
0.0603829137,-0.0,-0.0,-0.0,-0.0243622968,-0.0,-0.0,-0.0229582586
0.179229413,-0.0,-0.0,-0.0,-0.0,-0.0101661765,-0.143869462,-0.0
0.13197730800000002,-0.0,-0.0,-0.0951055446,-0.0,-0.0,-0.00333564112,-0.0
0.122757743,-0.0,-0.0,-0.0,-0.011032503600000002,-0.058198431,-0.0,-0.0158310226
0.36548486,-0.0,-0.0,-0.164073185,-0.039210955,-0.0,-0.109752422,-0.0
0.0941954126,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0308244696
0.392365591,-0.0,-0.0,-0.0797356329,-0.0,-0.0937741711,-0.0,-0.13437337300000002
0.08499794949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.106665474,-0.0,-0.0,-0.0,-0.0366999992,-0.0,-0.0,-0.0
0.228320398,-0.0,-0.0,-0.0,-0.053151480300000005,-0.0,-0.113581167,-0.0
0.35975509,-0.0,-0.0,-0.019579397,-0.0,-0.0697094399,-0.140106943,-0.07330509219999999
0.276811487,-0.0,-0.0,-0.0,-0.0,-0.0435031947,-0.0888235825,-0.0846642548
0.225513959,-0.0,-0.0,-0.188602309,-0.0,-0.0,-0.0,-0.0
0.103260951,-0.0,-0.0,-0.0,-0.0364718931,-0.0,-0.0416808676,-0.0
0.26063223,-0.0,-0.0,-0.196382275,-0.0,-0.0,-0.0018409536,-0.0353918055
0.14570398,-0.0,-0.0,-0.105856651,-0.0,-0.0012145827,-0.0,-0.0289892188
0.0296260258,-0.0,-0.0,-0.0,-0.0138650746,-0.0,-0.0,-0.00574748441
0.0877563908,-0.0,-0.0,-0.067157936,-0.0,-0.0,-0.0,-0.0149251202
0.0807982958,-0.0,-0.0,-0.07503207519999999,-0.0,-0.0,-0.0,-0.0
0.0476561351,-0.0,-0.0,-0.0,-0.0285285793,-0.0,-0.0151165145,-0.0
0.0129330004,-0.0,-0.0,-0.0,-0.0,-0.008585845699999999,-0.0,-0.0006571924099999999
0.136154745,-0.0,-0.0,-0.0286129973,-0.032659363,-0.00491492625,-0.0356420614,-0.0300690063
0.0219606038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0191661134
0.101992084,-0.0,-0.0,-0.0369757259,-0.0360098545,-0.0068031914,-0.0165223129,-0.0
0.0412322699,-0.0,-0.0,-0.0,-0.0297507936,-0.0,-0.0,-0.0
0.099368092,-0.0,-0.0,-0.0,-0.0696349648,-0.0,-0.0,-0.0011011339300000002
0.105053313,-0.0,-0.0,-0.0,-0.0,-0.000873645887,-0.0360493303,-0.0357894662
0.184007226,-0.0,-0.0,-0.0086832199,-0.042313459000000005,-0.0,-0.0526515942,-0.033356477
0.25778849,-0.0,-0.0,-0.0665215879,-0.0,-0.0,-0.080717152,-0.0666085533
0.144285293,-0.0,-0.0,-0.0293902427,-0.0,-0.0164266288,-0.0524256687,-0.0
0.266081137,-0.0,-0.0,-0.096870615,-0.0,-0.0528815943,-0.0,-0.0691213706
0.30432649,-0.0,-0.0,-0.141639407,-0.0,-0.0416342446,-0.0675919374,-0.0
0.139053766,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0703842144
0.197173098,-0.0,-0.0,-0.0,-0.0,-0.0691354781,-0.0596414096,-0.0145876419
0.114140284,-0.0,-0.0,-0.0,-0.051602374400000005,-0.0258512594,-0.0,-0.0
0.0721857121,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0462306941
0.21383559,-0.0,-0.0,-0.07177531150000001,-0.0,-0.0312675497,-0.054485442800000006,-0.0206996341
0.1674869,-0.0,-0.0,-0.0506940244,-0.0580325959,-0.0,-0.0406341816,-0.0
0.0735205367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0629282136,-0.0
0.0082204048,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000638805884,-0.0
0.0805241815,-0.0,-0.0,-0.0463763607,-0.0,-0.0241591569,-0.0,-0.00291937413
0.0204063207,-0.0,-0.0,-0.0,-0.00322458374,-0.011566936000000002,-0.0,-0.00147131062
0.0502954838,-0.0,-0.0,-0.0141239067,-0.0,-0.0184602944,-0.0,-0.0145247557
0.0610414801,-0.0,-0.0,-0.0119230586,-0.022413104500000003,-0.0238887291,-0.0,-0.0
0.0533382538,-0.0,-0.0,-0.007909086329999999,-0.00156106875,-0.00700339934,-0.0339328552,-0.0
0.0445084938,-0.0,-0.0,-0.00456467605,-0.0,-0.0099916781,-0.0,-0.0205842609
0.0432832328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0264749305,-0.000994554553
0.0554562397,-0.0,-0.0,-0.0,-0.0423805422,-0.0,-0.0,-0.0
0.0310262064,-0.0,-0.0,-0.0,-0.0224558558,-0.0,-0.0,-0.0
0.074567918,-0.0,-0.0,-0.0,-0.0328718993,-0.0,-0.029696071400000006,-0.0
0.10711760000000002,-0.0,-0.0,-0.0358459837,-0.0333735009,-0.00119837303,-0.0,-0.007900412320000001
0.302246279,-0.0,-0.0,-0.150468434,-0.00204997633,-0.0,-0.106218938,-0.0
0.510392194,-0.0,-0.0,-0.160288415,-0.0161811785,-0.139537581,-0.0,-0.124018344
0.510402033,-0.0,-0.0,-0.215866375,-0.0,-0.128110903,-0.0957066357,-0.0
0.309797424,-0.0,-0.0,-0.0,-0.0,-0.141857612,-0.120881712,-0.0
0.302505301,-0.0,-0.0,-0.0898244151,-0.0,-0.00245195629,-0.0,-0.123203465
0.215922424,-0.0,-0.0,-0.0,-0.0,-0.0514123521,-0.0200615575,-0.0627805382
0.285959211,-0.0,-0.0,-0.0676561125,-0.121314202,-0.0,-0.039153307000000005,-0.0
0.14138499,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11770307,-0.0
0.133825522,-0.0,-0.0,-0.0,-0.0459010097,-0.0148383226,-0.0,-0.0522923099
0.0921461805,-0.0,-0.0,-0.0,-0.0236724229,-0.0,-0.0550461221,-0.0
0.152765903,-0.0,-0.0,-0.0388902058,-0.0481676856,-0.0,-0.0147482137,-0.036698577
0.06387521,-0.0,-0.0,-0.0,-0.0120867902,-0.0417417597,-0.0,-0.0
0.033968695099999995,-0.0,-0.0,-0.0,-0.0292388738,-0.0,-0.0,-0.0
0.0420952552,-0.0,-0.0,-0.0119431901,-0.0,-0.0251491623,-0.0,-0.0
0.0389877851,-0.0,-0.0,-0.0,-0.0140756573,-0.00954071006,-0.00785125056,-0.00512568885
0.0433025911,-0.0,-0.0,-0.000326593003,-0.0402882148,-0.0,-0.0,-0.0
0.0405355581,-0.0,-0.0,-0.0,-0.0,-0.0190178873,-0.0190290511,-0.0
0.0322603182,-0.0,-0.0,-0.000221490299,-0.0,-0.012839539,-0.0118608801,-0.005381672190000001
0.0722780667,-0.0,-0.0,-0.0140132961,-0.0383564773,-0.004239402410000001,-0.0,-0.0128219304
0.0455937682,-0.0,-0.0,-0.0,-0.00818975484,-0.0142787715,-0.0173574863,-0.0036569337
0.0544697821,-0.0,-0.0,-0.050942805999999986,-0.0,-0.0,-0.0,-0.0
0.0396932299,-0.0,-0.0,-0.0,-0.0,-0.008608867709999999,-0.0242576881,-0.0
0.05764908,-0.0,-0.0,-0.0,-0.0328493019,-0.0,-0.004879247979999999,-0.0
0.050825836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022094593
0.117277384,-0.0,-0.0,-0.0218837776,-0.0472093837,-0.0,-0.0,-0.0189397666
0.263238438,-0.0,-0.0,-0.0298911528,-0.0,-0.177892102,-0.0,-0.00086605769
0.396186254,-0.0,-0.0,-0.0,-0.017553771200000002,-0.178586198,-0.127406883,-0.0
0.105750823,-0.0,-0.0,-0.0,-0.0038931094,-0.0,-0.0,-0.0
0.195345154,-0.0,-0.0,-0.0,-0.049840058,-0.0107017219,-0.0,-0.0
0.283193907,-0.0,-0.0,-0.0,-0.0,-0.00130174739,-0.201283084,-0.0
0.207577808,-0.0,-0.0,-0.0941690622,-0.0,-0.0,-0.0,-0.071841108
0.0358080413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.103600064,-0.0,-0.0,-0.0,-0.0,-0.0,-0.038469474100000005,-0.0
0.384053391,-0.0,-0.0,-0.15064361,-0.047283013600000014,-0.0554433427,-0.09154844,-0.0
0.13300361800000002,-0.0,-0.0,-0.0,-0.056667867300000015,-0.0,-0.005937850729999999,-0.0478106938
0.0210124098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00712322515,-0.0
0.0547673318,-0.0,-0.0,-0.0,-0.0423573396,-0.0,-0.0,-0.00576915436
0.121798969,-0.0,-0.0,-0.0323244808,-0.0509693022,-0.0310507257,-0.0,-0.00112278282
0.06595904179999999,-0.0,-0.0,-0.0382558957,-0.0,-0.0126293621,-0.0,-0.0110669234
0.0446327174,-0.0,-0.0,-0.0115986918,-0.0301764278,-0.0,-0.0,-0.0
0.0587517,-0.0,-0.0,-0.0145158932,-0.0188679695,-0.0,-0.0200520386,-0.00165927144
0.00996503523,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00726567187,-0.000347357593
0.0600749381,-0.0,-0.0,-0.0220303017,-0.0,-0.0,-0.027935343,-0.00719776732
0.0300107922,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0272435264
0.0461956285,-0.0,-0.0,-0.0,-0.0306341377,-0.00925936889,-0.0,-0.0
0.161930984,-0.0,-0.0,-0.053693252300000015,-0.0108009434,-0.0625003364,-0.0,-0.0252078215
0.201689204,-0.0,-0.0,-0.0914100864,-0.0197960718,-0.0,-0.0640094153,-0.0127594555
0.0794287157,-0.0,-0.0,-0.0,-0.0114919169,-0.048419892,-0.0,-0.0
0.144131549,-0.0,-0.0,-0.00919110721,-0.0,-0.0,-0.103040271,-0.0
0.236009534,-0.0,-0.0,-0.0,-0.0446475005,-0.144744514,-0.0,-0.00623872296
0.286186066,-0.0,-0.0,-0.106342096,-0.0,-0.121458618,-0.020664504,-0.0
0.189466944,-0.0,-0.0,-0.0,-0.0,-0.0,-0.133093202,-0.00647435631
0.184101336,-0.0,-0.0,-0.0385560396,-0.0123236685,-0.044187467300000005,-0.0,-0.0317201936
0.157985196,-0.0,-0.0,-0.0,-0.0376505517,-0.0,-0.0,-0.0745677894
0.238023044,-0.0,-0.0,-0.0355717503,-0.0463544805,-0.107173737,-0.0,-0.0
0.0895593519,-0.0,-0.0,-0.0,-0.0132148551,-0.0,-0.0,-0.0365335268
0.165887396,-0.0,-0.0,-0.0,-0.06333978929999999,-0.02076999,-0.0,-0.049414978
0.040222203,-0.0,-0.0,-0.015690336200000002,-0.0,-0.0,-0.0,-0.0
0.232235902,-0.0,-0.0,-0.0,-0.0567843833,-0.0731728494,-0.0529049946,-0.0260900771
0.08855722199999999,-0.0,-0.0,-0.0,-0.019051329,-0.0,-0.0423664263,-0.0115090486
0.130905537,-0.0,-0.0,-0.0,-0.0278537023,-0.0412294221,-0.0535355636,-0.0
0.0831279964,-0.0,-0.0,-0.0,-0.0331629348,-0.0109870366,-0.0329474221,-0.0
0.0598883075,-0.0,-0.0,-0.0,-0.0,-0.0289056745,-0.0120519716,-0.0130529843
0.0177733164,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0145346382
0.0592053481,-0.0,-0.0,-0.00989263083,-0.0,-0.018555231,-0.0208080275,-0.00560118464
0.07294449509999999,-0.0,-0.0,-0.0181754458,-0.0,-0.0208545621,-0.030606846,-0.0
0.152112535,-0.0,-0.0,-0.0,-0.08772637970000001,-0.0,-0.0443227163,-0.0105886465
0.172638175,-0.0,-0.0,-0.017933945,-0.0799425597,-0.0158543002,-0.018466502,-0.0289112637
0.0674920507,-0.0,-0.0,-0.0,-0.0,-0.0231115767,-0.0,-0.0340554844
0.041283232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022470006400000003,-0.0
0.055186082,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0154468525,-0.0177638328
0.162309868,-0.0,-0.0,-0.0,-0.0525503213,-0.0,-0.0887837824,-0.0
0.292801472,-0.0,-0.0,-0.106527125,-0.0,-0.0,-0.148050451,-0.006245464839999999
0.159372447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.109575261,-0.0236392598
0.163076649,-0.0,-0.0,-0.0998680788,-0.0,-0.0,-0.0,-0.029358085
0.134144447,-0.0,-0.0,-0.0,-0.0471891959,-0.0,-0.0,-0.0413604504
0.214186256,-0.0,-0.0,-0.0970553613,-0.0291205327,-0.0252878202,-0.0,-0.0220070102
0.15208640699999998,-0.0,-0.0,-0.0,-0.0443631897,-0.0,-0.0805550634,-0.0
0.0218026797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0931510624,-0.0,-0.0,-0.050647484400000005,-0.0,-0.0197035204,-0.000806114211,-0.0
0.201205293,-0.0,-0.0,-0.0892321933,-0.0546677713,-0.013281042,-0.0,-0.0290536844
0.100425128,-0.0,-0.0,-0.0,-0.00990903502,-0.0650824067,-0.0,-0.0040500588700000005
0.21103339,-0.0,-0.0,-0.121564315,-0.0,-0.0,-0.0619405561,-0.0100278189
0.0175035951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.122979985,-0.0,-0.0,-0.0278912082,-0.0226283565,-0.005854963120000001,-0.02310141,-0.0297602947
0.044541144000000005,-0.0,-0.0,-0.0,-0.0,-0.024871839,-0.0,-0.0101755118
0.0153476584,-0.0,-0.0,-0.0007646171060000001,-0.0,-0.0,-0.0048138039,-0.0
0.0506365375,-0.0,-0.0,-0.0,-0.015862548100000002,-0.00917756778,-0.0140252598,-0.00389608616
0.173230802,-0.0,-0.0,-0.117962522,-0.00656904199,-0.0254662383,-0.0,-0.0151818139
0.034610983,-0.0,-0.0,-0.00494918943,-0.0,-0.0,-0.0034107722100000003,-0.016978128000000002
0.181157496,-0.0,-0.0,-0.0832189748,-0.0106981801,-0.0690660382,-0.0,-0.0
0.218739479,-0.0,-0.0,-0.0247036885,-0.0287684476,-0.0516836757,-0.0653488616,-0.0344577375
0.08682326359999999,-0.0,-0.0,-0.0,-0.0,-0.0509282587,-0.0,-0.0236208494
